"filename", "language", "XML", "C#", "JSON", "JavaScript", "Markdown", "CSS", "ASP.NET Razor", "comment", "blank", "total"
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230301214243_changedShoppingCartName.Designer.cs", "C#", 0, 263, 0, 0, 0, 0, 0, 1, 91, 355
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230301214243_changedShoppingCartName.cs", "C#", 0, 90, 0, 0, 0, 0, 0, 0, 10, 100
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230304130021_addedSubmissionsAndOther.Designer.cs", "C#", 0, 337, 0, 0, 0, 0, 0, 1, 117, 455
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230304130021_addedSubmissionsAndOther.cs", "C#", 0, 178, 0, 0, 0, 0, 0, 0, 28, 206
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230304164950_fixedLearningTopic.Designer.cs", "C#", 0, 331, 0, 0, 0, 0, 0, 1, 114, 446
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230304164950_fixedLearningTopic.cs", "C#", 0, 41, 0, 0, 0, 0, 0, 0, 8, 49
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230305124556_addedBookCoverEnum.Designer.cs", "C#", 0, 330, 0, 0, 0, 0, 0, 1, 114, 445
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230305124556_addedBookCoverEnum.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230307162808_Added programming task entity.Designer.cs", "C#", 0, 338, 0, 0, 0, 0, 0, 1, 118, 457
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230307162808_Added programming task entity.cs", "C#", 0, 91, 0, 0, 0, 0, 0, 0, 9, 100
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230314183733_removedPicFromLearningTopics.Designer.cs", "C#", 0, 335, 0, 0, 0, 0, 0, 1, 117, 453
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230314183733_removedPicFromLearningTopics.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230320185023_addedTeacherAndStudentRelatioship.Designer.cs", "C#", 0, 359, 0, 0, 0, 0, 0, 1, 126, 486
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\20230320185023_addedTeacherAndStudentRelatioship.cs", "C#", 0, 59, 0, 0, 0, 0, 0, 0, 10, 69
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Migrations\DatabaseContextModelSnapshot.cs", "C#", 0, 357, 0, 0, 0, 0, 0, 1, 126, 484
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\LearningTopicsRepository.cs", "C#", 0, 94, 0, 0, 0, 0, 0, 0, 18, 112
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\OrderItemRepository.cs", "C#", 0, 34, 0, 0, 0, 0, 0, 0, 9, 43
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\OrderRepository.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 6, 36
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\ProductRepository.cs", "C#", 0, 52, 0, 0, 0, 0, 0, 0, 13, 65
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\ProgrammingTaskRepository.cs", "C#", 0, 45, 0, 0, 0, 0, 0, 0, 9, 54
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\ShippingInformationRepository.cs", "C#", 0, 31, 0, 0, 0, 0, 0, 0, 8, 39
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\ShoppingCartItemRepository.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 0, 9, 48
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\SubTopicsRepository.cs", "C#", 0, 55, 0, 0, 0, 0, 0, 0, 10, 65
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\SubmissionRepository.cs", "C#", 0, 36, 0, 0, 0, 0, 0, 0, 8, 44
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Repositories\UserRepository.cs", "C#", 0, 49, 0, 0, 0, 0, 0, 0, 18, 67
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Services\HashService.cs", "C#", 0, 28, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Services\JwtService.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming.Infrastructure\Settings\JwtSettings.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\LearningTopicsController.cs", "C#", 0, 87, 0, 0, 0, 0, 0, 0, 25, 112
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\OrderController.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\OrderItemController.cs", "C#", 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\ProductController.cs", "C#", 0, 90, 0, 0, 0, 0, 0, 0, 25, 115
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\ProgrammingTaskController.cs", "C#", 0, 100, 0, 0, 0, 0, 0, 0, 29, 129
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\ShoppingCartController.cs", "C#", 0, 112, 0, 0, 0, 0, 0, 0, 23, 135
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\SubTopicsController.cs", "C#", 0, 82, 0, 0, 0, 0, 0, 0, 28, 110
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\SubmissionController.cs", "C#", 0, 63, 0, 0, 0, 0, 0, 0, 12, 75
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Controllers\UserController.cs", "C#", 0, 137, 0, 0, 0, 0, 0, 0, 34, 171
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\LearnProgramming.API.csproj", "XML", 43, 0, 0, 0, 0, 0, 0, 0, 5, 48
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Error.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 23, 0, 4, 27
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Error.cshtml.cs", "C#", 0, 22, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Index.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 9, 0, 2, 11
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Index.cshtml.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Privacy.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 7, 0, 2, 9
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Privacy.cshtml.cs", "C#", 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Shared\_Layout.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 48, 0, 3, 51
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Shared\_Layout.cshtml.css", "CSS", 0, 0, 0, 0, 0, 38, 0, 2, 9, 49
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\Shared\_ValidationScriptsPartial.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 2, 0, 1, 3
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\_ViewImports.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Pages\_ViewStart.cshtml", "ASP.NET Razor", 0, 0, 0, 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Program.cs", "C#", 0, 110, 0, 0, 0, 0, 0, 3, 14, 127
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\Properties\launchSettings.json", "JSON", 0, 0, 29, 0, 0, 0, 0, 0, 0, 29
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\appsettings.Development.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\appsettings.json", "JSON", 0, 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\css\site.css", "CSS", 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 3, 2, 5
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 0, 3855, 0, 7, 1135, 4997
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.css", "CSS", 0, 0, 0, 0, 0, 3855, 0, 7, 1134, 4996
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 0, 347, 0, 16, 64, 427
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 7, 0, 8
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.css", "CSS", 0, 0, 0, 0, 0, 353, 0, 8, 63, 424
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 7, 0, 8
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.css", "CSS", 0, 0, 0, 0, 0, 3729, 0, 9, 1128, 4866
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.css", "CSS", 0, 0, 0, 0, 0, 3725, 0, 7, 1125, 4857
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap-utilities.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "CSS", 0, 0, 0, 0, 0, 9453, 0, 27, 1741, 11221
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, 2, 0, 5, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.css", "CSS", 0, 0, 0, 0, 0, 9455, 0, 7, 1735, 11197
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "CSS", 0, 0, 0, 0, 0, 2, 0, 5, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 4846, 0, 0, 0, 584, 1351, 6781
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 3418, 0, 0, 0, 495, 1065, 4978
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 3457, 0, 0, 0, 501, 1069, 5027
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 306, 0, 0, 0, 73, 54, 433
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 4, 1, 6
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 5, 23
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 630, 0, 0, 0, 395, 133, 1158
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 1184, 0, 0, 0, 183, 234, 1601
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 3, 0, 4
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 6906, 0, 0, 0, 1890, 2077, 10873
"c:\Users\User\Desktop\KTU_BAKALAURAS\BAKALAURAS\LearnProgramming\LearnProgramming\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"Total", "-", 163, 7894, 54, 20754, 18, 34835, 95, 4315, 16240, 84368